Page|Type|Price|Address|Description|Weblink
9|1 Zimmer, 19m², CHF 1’610.– | CHF 1’610.– |Universitätsstrasse 110, 8006 Zürich|Neu sanierte Stadtwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4001002856
9|3.5 Zimmer, 112m², CHF 3’590.– | CHF 3’590.– |Giblenstrasse 57, 8049 Zürich|Modernes Wohnen im grünen Stadtteil von Zürich-Höngg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000998352
9|3.5 Zimmer, CHF 2’802.– | CHF 2’802.– |Uetlibergstrasse 48, 8045 Zürich|Zentral gelegene 3.5 Zimmer-Wohnung mit Balkon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000996411
9|3.5 Zimmer, CHF 2’802.– | CHF 2’802.– |Uetlibergstrasse 48, 8045 Zürich|Zentral gelegene 3.5 Zimmer-Wohnung mit Balkon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000996345
9|4.5 Zimmer, 123m², CHF 4’226.– | CHF 4’226.– |Buckhauserstrasse 45, 8048 Zürich|Ideale Wohnung in der Stadt Zürich!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000996231
9|3.5 Zimmer, 90m², CHF 3’202.– | CHF 3’202.– |Buckhauserstrasse 45, 8048 Zürich|Auf der Suche nach einer zentralen und modernen Wohnung?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000996227
9|2.5 Zimmer, 51m², CHF 2’730.– | CHF 2’730.– |Eugen-Huber-Str. 115, 8048 Zürich|Trendige Wohnung an zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000996225
9|4.5 Zimmer, 89m², CHF 4’625.– | CHF 4’625.– |Seefeldstr. 168, 8008 Zürich|Neu sanierte Liegenschaft im Herzen von Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000994161
9|3.5 Zimmer, 80m², CHF 2’324.– | CHF 2’324.– |Heerenschürlistrasse 1, 8051 Zürich|Modern und praktisch|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000991243
9|1 Zimmer, 28m², CHF 1’290.– | CHF 1’290.– |Sihlweidstrasse 60, 8041 Zürich-Leimbach|Klein aber fein - schöne 1-Zimmerwohnung in Zürich-Leimbach|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000990445
9|4 Zimmer, 81m², CHF 3’390.– | CHF 3’390.– |Forchstrasse 347, 8008 Zürich|Exklusiv Wohnen!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000986863
9|2.5 Zimmer, 73m², CHF 3’050.– | CHF 3’050.– |Weinbergstrasse 72, 8006 Zürich|Exklusive, totalsanierte Altbauwohnungen im Kreis 6 in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000976078
9|2.5 Zimmer, 63m², CHF 2’535.– | CHF 2’535.– |Käferholzstrasse 44, 8057 Zürich|Modernes wohnen im Guggachpark!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000974239
9|2 Zimmer, CHF 2’470.– | CHF 2’470.– |Hügelstrasse 13, 8002 Zürich|Wohnen in der Nähe vom Sihlcity|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000969139
9|3 Zimmer, 80m², CHF 4’020.– | CHF 4’020.– |Forchstrasse 22, 8008 Zürich|Top Lage am Kreuzplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=9/mieten/4000961802
10|2 Zimmer, 73m², CHF 6’700.– | CHF 6’700.– |Birchstrasse 180, 8050 Zürich|2 Zimmer Seniorenwohnung - Senevita Residenz Nordlicht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000953594
10|3 Zimmer, 91m², CHF 2’184.– | CHF 2’184.– |Luegislandstr. 56, 8051 Zürich|Mieten ohne Depot|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000948202
10|1 Zimmer, 19m², CHF 1’520.– | CHF 1’520.– |Universitätsstrasse 110, 8006 Zürich|Ein exklusives Angebot wartet auf Sie - Zentrale Studiowohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000948088
10|4 Zimmer, 85m², CHF 2’544.– | CHF 2’544.– |Bombachsteig 8, 8049 Zürich|Städtisch Leben - entspannt Wohnen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000946236
10|2 Zimmer, 55m², CHF 4’660.– | CHF 4’660.– |Birchstrasse 180, 8050 Zürich|2 Zimmer Seniorenwohnung - Senevita Residenz Nordlicht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000946217
10|3 Zimmer, 74m², CHF 6’680.– | CHF 6’680.– |Birchstrasse 180, 8050 Zürich|3 Zimmer Seniorenwohnung - Senevita Residenz Nordlicht|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000940540
10|4 Zimmer, 103m², CHF 4’766.– | CHF 4’766.– |Limmatquai 86 / Köngengasse 2, 8001 Zürich|Wohnen am Limmatquai|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000931855
10|1.5 Zimmer, 25m², CHF 1’915.– | CHF 1’915.– |Müllerstrasse 76, 8004 Zürich|Im Herzen von Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000924756
10|2.5 Zimmer, 61m², CHF 2’481.– | CHF 2’481.– |Badenerstrasse 565, 8048 Zürich|Topmoderne Neubauwohnung im Herzen Altstettens zu vermieten!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000894468
10|2.5 Zimmer, 50m², CHF 2’730.– | CHF 2’730.– |Eugen-Huber-Str. 115, 8048 Zürich|Trendige Wohnung an zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000877993
10|2.5 Zimmer, 64m², CHF 2’780.– | CHF 2’780.– |Birmensdorferstrasse 448, 8055 Zürich|Exklusive Neubauwohnungen in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000874677
10|2.5 Zimmer, 89m², CHF 3’370.– | CHF 3’370.– |Forchstrasse 261, 8032 Zürich|Loftwohnung Deluxe - Ihr Wohntraum wird wahr|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000871469
10|2.5 Zimmer, 86m², CHF 3’450.– | CHF 3’450.– |Forchstrasse 261, 8032 Zürich|Traumhafte Loftwohnung gesucht?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000871467
10|2.5 Zimmer, 89m², CHF 3’370.– | CHF 3’370.– |Forchstrasse 261, 8032 Zürich|Loftwohnung Deluxe - Ihr Wohntraum wird wahr|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000869800
10|2.5 Zimmer, 86m², CHF 3’450.– | CHF 3’450.– |Forchstrasse 261, 8032 Zürich|Traumhafte Loftwohnung gesucht?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000869781
10|1.5 Zimmer, 40m², CHF 2’010.– | CHF 2’010.– |Winterthurerstrasse 616, 8051 Zürich|Letzte Attikawohnung im Meadows - natürlich Nachhaltig|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000869492
10|1.5 Zimmer, 45m², CHF 2’730.– | CHF 2’730.– |Zurlindenstrasse 111, 8003 Zürich|Möbliertes Studio mit Loftcharakter im Herzen von Wiedikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000857261
10|1.5 Zimmer, 45m², CHF 2’730.– | CHF 2’730.– |Zurlindenstrasse 111, 8003 Zürich|Möbliertes Studio mit Loftcharakter im Herzen von Wiedikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000856181
10|3.5 Zimmer, 76m², CHF 3’410.– | CHF 3’410.– |Siewerdtstrasse 19, 8050 Zürich|Erstvermietung - Stilvoll wohnen im Herzen von Oerlikon!!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000843283
10|2.5 Zimmer, 64m², CHF 3’280.– | CHF 3’280.– |Siewerdtstrasse 19, 8050 Zürich|Erstvermietung - Stilvoll wohnen im Herzen von Oerlikon!!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=10/mieten/4000843282
11|3.5 Zimmer, 76m², CHF 3’410.– | CHF 3’410.– |Siewerdtstrasse 19, 8050 Zürich|Erstvermietung - Stilvoll wohnen im Herzen von Oerlikon!!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000842938
11|2.5 Zimmer, 64m², CHF 3’280.– | CHF 3’280.– |Siewerdtstrasse 19, 8050 Zürich|Erstvermietung - Stilvoll wohnen im Herzen von Oerlikon!!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000842937
11|5.5 Zimmer, 146m², CHF 7’250.– | CHF 7’250.– |Auf der Mauer 13, 8001 Zürich|Moderner Altbaucharme an grandioser Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000835612
11|4.5 Zimmer, 134m², CHF 6’950.– | CHF 6’950.– |Auf der Mauer 13, 8001 Zürich|Moderner Altbaucharme an grandioser Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000835611
11|3.5 Zimmer, 64m², CHF 3’015.– | CHF 3’015.– |Bühlstrasse 10, 8055 Zürich|A wonderful apartment in a central location|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000805171
11|3.5 Zimmer, 84m², CHF 2’500.– | CHF 2’500.– |Grossackerstrasse 71, 8041 Zürich|helle 3.5-Zimmer-Wohnung in ruhiger Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000803877
11|3.5 Zimmer, 103m², CHF 3’750.– | CHF 3’750.– |Frohalpstrasse 89, 8038 Zürich|Neubauwohnungen mit grossen Balkonen an zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000800674
11|2.5 Zimmer, 64m², CHF 2’650.– | CHF 2’650.– |Frohalpstrasse 89, 8038 Zürich|Neubauwohnungen mit grossen Balkonen an zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000800605
11|1 Zimmer, 27m², CHF 1’850.– | CHF 1’850.– |Steinstrasse 35 (S3), 8003 Zürich|For Expats - Cozy furnished Studio apartment @Steinstrasse 35, 8003 Zurich (S-3)|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000782196
11|4.5 Zimmer, 95m², CHF 3’550.– | CHF 3’550.– |Bühlstrasse 10, 8055 Zürich|Eine wunderbare Wohnung an zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000754156
11|6 Zimmer, 170m², CHF 6’830.– | CHF 6’830.– |Lunastrasse 2, 8032 Zürich|Erstvermietung im schönen Hottingen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000749519
11|4.5 Zimmer, 90m², CHF 4’670.– | CHF 4’670.– |Kreuzstrasse 78, 8032 Zürich|Erstvermietung nach Sanierung am Kreuzplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000693401
11|3.5 Zimmer, 76m², CHF 3’930.– | CHF 3’930.– |Kreuzstrasse 78, 8032 Zürich|Stilvolles Wohnen direkt am Kreuzplatz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000693385
11|2.5 Zimmer, 70m², CHF 3’562.– | CHF 3’562.– |Jenatschstrasse 3, 8002 Zürich|Moderne Altbauwohnung in Seenähe|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000454280
11|4 Zimmer, 85m², CHF 1’954.– | CHF 1’954.– |Hugostrasse 10, 8050 Zürich|Zentrale Wohnung nähe Bahnhof Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001022262
11|6.5 Zimmer, 218m², CHF 11’100.– | CHF 11’100.– |Zollikerstrasse 175a, 8008 Zürich|Exklusive Einfamilienhäuser im Villengarten - Grün.Modern.Hochwertig.|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001021594
11|2.5 Zimmer, 63m², CHF 2’460.– | CHF 2’460.– |Albulastrasse 42, 8048 Zürich|Modernes Wohnen im angesagten Labitzke Areal!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001019403
11|2.5 Zimmer, 80m², CHF 4’150.– | CHF 4’150.– |Mainaustrasse 19, 8008 Zürich|Traumhafte 2.5-Zimmerwohnung mit atemberaubendem Seeblick|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001003176
11|1.5 Zimmer, CHF 1’990.– | CHF 1’990.– |Brauerstrasse 27, 8004 Zürich|Mitten im (Nacht)Leben|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4001002740
11|3.5 Zimmer, 58m², CHF 3’180.– | CHF 3’180.– |Konradstrasse 71, 8005 Zürich|Traumhafte Stadtwohnung 4 Gehminuten vom HB|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=11/mieten/4000999150
13|26m², CHF 3’000.– | CHF 3’000.– |Wolframplatz 1, 8045 Zurich|Studio Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/3000389845
13|45m², CHF 4’038.– | CHF 4’038.– |Wolframplatz 1, 8045 Zurich|Duplex Apartment Junior|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/3000389841
13|1 Zimmer, 17m², CHF 1’500.– | CHF 1’500.– |Seestrasse 65, 8002 Zürich|1-Zimmer-Studio - befristet bis 30.11.2024|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001022394
13|13 Zimmer, 450m², CHF 15’300.– | CHF 15’300.– |8048 Zürich|EDEL MÖBLIERTES EINFAMILIENHAUS, MIT GROSSEM GARTEN UND POOL|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001021704
13|1 Zimmer, 186m², CHF 4’990.– | CHF 4’990.– |Hardturmstrasse 253, 8005 Zürich|Modernes Wohnen in Zürich-West|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019647
13|1.5 Zimmer, 25m², CHF 1’525.– | CHF 1’525.– |Neptunstrasse 59, 8032 Zürich|SCHÖNE ZENTRALE 1,5-ZIMMERWOHNUNG IN DER NÄHE VOM KREUZPLATZ|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019610
13|1 Zimmer, 186m², CHF 4’990.– | CHF 4’990.– |Hardturmstrasse 253, 8005 Zürich|Modernes Wohnen in Zürich-West|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001019452
13|2.5 Zimmer, 55m², CHF 2’485.– | CHF 2’485.– |Bellariastrasse 59, 8038 Zürich|Suchen Sie eine trendige Attikawohnung?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001018638
13|2.5 Zimmer, 50m², CHF 3’710.– | CHF 3’710.– |Rotachstrasse 20, 8003 Zürich|Modern furnished 1-bedroom attic apartment with weekly cleaning service for rent|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001016253
13|2.5 Zimmer, 60m², CHF 3’710.– | CHF 3’710.– |Kalkbreitestrasse 41, 8003 Zürich|Spacious modern furnished 1-bedroom apartment with balcony and weekly cleaning service for rent|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001016239
13|1.5 Zimmer, 60m², CHF 2’480.– | CHF 2’480.– |Hohlstrasse 409, 8048 Zürich|1 ½ Zimmer-Wohnung, 8048 Zurich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001014187
13|4 Zimmer, 107m², CHF 3’227.– | CHF 3’227.– |Max Bill Platz 9, 8050 Zürich|Attraktive Wohnung an top Wohnlage!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001012080
13|3.5 Zimmer, 70m², CHF 2’120.– | CHF 2’120.– |Winterthurerstrasse 282, 8057 Zürich|Tolle Wohnung an Top-Lage: Ihr neues Zuhause in Zürich wartet!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001011185
13|3 Zimmer, 62m², CHF 2’850.– | CHF 2’850.– |Feldeggstr. 53, 8008 Zürich|Zentral gelegene 3 Zimmer-Wohnung im Seefeld mieten|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001010484
13|2 Zimmer, 50m², CHF 2’380.– | CHF 2’380.– |Alderstr. 47, 8008 Zürich|Wohnen an ruhiger und zentraler Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001010478
13|2.5 Zimmer, 63m², CHF 2’630.– | CHF 2’630.– |Feldblumenweg 14, 8048 Zürich|Suchen Sie ein neues Zuhause in Zürich Altstetten?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004868
13|3.5 Zimmer, 87m², CHF 2’920.– | CHF 2’920.– |Hohlstr. 52, 8004 Zürich|Wohnen im Herzen der Stadt Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004836
13|2.5 Zimmer, 63m², CHF 2’630.– | CHF 2’630.– |Feldblumenweg 14, 8048 Zürich|Suchen Sie ein neues Zuhause in Zürich Altstetten?|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001004703
13|3.5 Zimmer, 103m², CHF 3’000.– | CHF 3’000.– |Hagenholzstrasse 76, 8050 Zürich|Wir suchen genau Sie|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001003651
13|2.5 Zimmer, 58m², CHF 1’849.– | CHF 1’849.– |Schwandenholzstrasse 224, 8046 Zürich|Grosszügige Dachgeschosswohnung im grünen Schwandenholz|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=13/mieten/4001003364
14|3.5 Zimmer, 114m², CHF 3’985.– | CHF 3’985.– |Binzallee 24, 8055 Zürich|Wohnen am Fusse des Uetlibergs|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4001003324
14|3.5 Zimmer, 114m², CHF 3’985.– | CHF 3’985.– |Binzallee 24, 8055 Zürich|Wohnen am Fusse des Uetlibergs|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4001003210
14|2.5 Zimmer, 69m², CHF 2’990.– | CHF 2’990.– |Badenerstr. 136, 8004 Zürich|Luxuswohnung Ecke Langstrasse/Badenerstrasse - im Herzen vom Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997626
14|2.5 Zimmer, 68m², CHF 2’990.– | CHF 2’990.– |Badenerstr. 136, 8004 Zürich|Moderne Stadtwohnung mitten in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997625
14|2 Zimmer, 46m², CHF 2’380.– | CHF 2’380.– |Grubenackerstrasse 71, 8052 Zürich|Traumhafte Neu renovierte Wohnungen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000997569
14|3.5 Zimmer, 118m², CHF 2’750.– | CHF 2’750.– |hardturmstrasse 122a, 608, 8005 Zürich|sublet 3 - 3.5 rooms in large, sunny, gorgeous, 4.5 room apartment on river. 8 minutes from main train station.|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996671
14|3.5 Zimmer, 91m², CHF 4’380.– | CHF 4’380.– |Grabenwies 30, 8057 Zürich|"ERSTVERMIETUNG ""ALLENMOOS"""|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996357
14|2.5 Zimmer, CHF 2’480.– | CHF 2’480.– |Schrennengasse 6, 8003 Zürich|Panorama über den Dächern der City|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000996046
14|3 Zimmer, 55m², CHF 2’200.– | CHF 2’200.– |Waldstrasse 14, 8046 Zürich|Ihre Wohnung in der nähe des Bucheggplatz!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000994311
14|2 Zimmer, 52m², CHF 2’760.– | CHF 2’760.– |Zeltweg 49, Zürich, 8032 Zürich|Hübsche Altbauwohnung gleich beim Kunsthaus Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000993374
14|3 Zimmer, 80m², CHF 3’290.– | CHF 3’290.– |Badenerstr. 274, 8004 Zürich|3 Zimmer Wohnung plus eigenes Untergeschoss!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000990011
14|2.5 Zimmer, 58m², CHF 2’290.– | CHF 2’290.– |Schaffhauserstrasse 439, 8050 Zürich|Charmante 2.5-Zimmerwohnung im Herzen von Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989654
14|2.5 Zimmer, 60m², CHF 2’250.– | CHF 2’250.– |Schaffhauserstrasse 439, 8050 Zürich|Charmante 2.5-Zimmerwohnung im Herzen von Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989653
14|2.5 Zimmer, 63m², CHF 2’990.– | CHF 2’990.– |Limmatstrasse 27, 8005 Zürich|Charmante 2.5-Zimmerwohnung mit Dachfenstern|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989179
14|2.5 Zimmer, 53m², CHF 2’890.– | CHF 2’890.– |Limmatstrasse 27, 8005 Zürich|Im trendigen Kreis 5 top moderne 2.5 Zimmerwohnung|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000989178
14|2.5 Zimmer, 51m², CHF 2’200.– | CHF 2’200.– |Zürichbergstrasse 59, 8044 Zürich|Rustikale und gemütliche Wohnung am Zürichberg|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000972736
14|2 Zimmer, 45m², CHF 1’631.– | CHF 1’631.– |Malojaweg 3, 8048 Zürich|Wohnkomfort für Geniesser|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000960520
14|3 Zimmer, 77m², CHF 3’390.– | CHF 3’390.– |Zeltweg 51, 8032 Zürich|Wunderschöne Altbauwohnung in mitten Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000949307
14|3 Zimmer, 66m², CHF 1’810.– | CHF 1’810.– |Luegislandstr. 56, 8051 Zürich|Wohnen mit toller Aussicht in Zürich|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000948200
14|3.5 Zimmer, 113m², CHF 3’261.– | CHF 3’261.– |Max Bill Platz 9, 8050 Zürich|Moderne Wohnung mit besonderem Flair|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=14/mieten/4000948193
15|2.5 Zimmer, 45m², CHF 2’450.– | CHF 2’450.– |Freilagerstrasse 5-19, 8047 Zürich|Charmante 2.5-Zimmerwohnung an begehrter Lage Urbanes Wohnen mit Stil und Komfort!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000932414
15|2.5 Zimmer, 58m², CHF 2’900.– | CHF 2’900.– |Badenerstrasse 250, 8004 Zürich|When living becomes a pleasure - Privileged location - Kreis 4|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000930290
15|3 Zimmer, 78m², CHF 3’340.– | CHF 3’340.– |Mainaustrasse 49, 8008 Zürich|Ihr Zuhause mitten im Seefeld!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000929918
15|1.5 Zimmer, 41m², CHF 2’150.– | CHF 2’150.– |Mainaustrasse 49, 8008 Zürich|Gemütliches und zentrales Wohnen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000927998
15|1.5 Zimmer, 43m², CHF 1’740.– | CHF 1’740.– |Jungholzstrasse 20, 8050 Zürich|Zentrale Lage - idyllisch und ruhig|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000926778
15|2 Zimmer, 53m², CHF 2’090.– | CHF 2’090.– |Riedhofstrasse 378, 8049 Zürich|2-Zimmerwohnung inmitten der Rebberge|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000913099
15|1 Zimmer, 26m², CHF 1’970.– | CHF 1’970.– |Manessestrasse 69, 8003 Zürich|Brandneue 1-Zimmer Studio im Herzen von Zürich!|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000908567
15|1.5 Zimmer, 38m², CHF 1’735.– | CHF 1’735.– |Tulpenstrasse 43, 8051 Zürich|Wohnen in Schwamendingen|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000900763
15|2.5 Zimmer, 76m², CHF 2’700.– | CHF 2’700.– |Dangelweg 3, 8038 Zürich|Moderne Wohnung an top Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894579
15|3.5 Zimmer, 87m², CHF 3’180.– | CHF 3’180.– |Jungholzstrasse 48, 8050 Zürich|An bester Wohnlage in Zürich-Oerlikon|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894474
15|2.5 Zimmer, 110m², CHF 3’490.– | CHF 3’490.– |Brunaustr. 72, 8002 Zürich|Atelier mit vielseitiger Nutzung - Modern, Saniert und Sihlblick|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000894393
15|2.5 Zimmer, 76m², CHF 2’700.– | CHF 2’700.– |Dangelweg 3, 8038 Zürich|Moderne Wohnung an top Lage|https://www.immoscout24.ch/de/immobilien/mieten/plz-8000-zuerich?pn=15/mieten/4000892658
